User ID,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7
WUPRXZY2OAYGIXAHXKQH,2.03801773462,-1.10624414773,0.0218783775708,1.06033437998,-0.564777146284,mat cat cat cat mat mat sat mat,0
WUPRXZY2OAYGIXAHXKQH,2.03598556044,-0.896107003761,0.120866684698,0.869520322108,-0.597179638515,mat cat sat mat mat mat,0
WUPRXZY2OAYGIXAHXKQH,2.04135951592,-1.16884078051,0.367205267974,0.935036036645,-0.637702656697,sat sat sat cat mat mat,0
WUPRXZY2OAYGIXAHXKQH,2.03191585197,-1.01009414235,0.370150826221,1.14687315879,-0.740995056017,cat sat cat cat cat cat mat mat cat,0
WUPRXZY2OAYGIXAHXKQH,2.03620674953,-1.13244764562,0.137019203949,1.00598186225,-0.442617873065,sat sat cat sat mat cat mat mat sat,0
WUPRXZY2OAYGIXAHXKQH,2.04535387514,-0.85731895712,0.220076998617,0.831239332677,-0.481348573293,sat sat mat cat sat cat,0
WUPRXZY2OAYGIXAHXKQH,2.053092845,-1.17824878464,0.257705764738,,-0.547473533624,mat mat cat mat cat sat mat sat,0
WUPRXZY2OAYGIXAHXKQH,,-0.980888914375,0.348987453756,0.973465054691,-0.627897623296,cat cat cat sat sat cat cat sat cat mat sat cat sat,0
WUPRXZY2OAYGIXAHXKQH,2.03594407547,-1.03587653698,0.0833816791626,0.916887957657,-0.390965920043,mat sat mat sat cat cat mat mat mat,0
WUPRXZY2OAYGIXAHXKQH,2.04137490352,-1.09139093935,,1.12691510643,-0.50650576306,sat mat cat mat sat,0
WUPRXZY2OAYGIXAHXKQH,2.03771547391,-0.856695840188,0.170749492436,0.857110516741,-0.676498181605,cat sat mat cat sat cat,0
WUPRXZY2OAYGIXAHXKQH,,-0.830593070769,-0.0225150734267,0.935191172893,-0.488172213508,cat,0
K29YU9JIX889R5XW5LMW,0.0928362579042,-1.12373708693,1.37501378871,-1.20783471945,0.22346148366,dog mat dog mat mat sat sat dog sat,1
K29YU9JIX889R5XW5LMW,0.119751699698,-1.13965747598,1.19937066063,-1.18765449425,0.16984033031,mat sat mat dog dog,0
K29YU9JIX889R5XW5LMW,0.104363256836,-1.19137448216,1.41793151694,-1.35922350359,0.285550412937,mat dog,1
K29YU9JIX889R5XW5LMW,,-1.11606443722,,-1.23992960144,0.0942270612192,mat sat sat dog dog mat dog sat,0
K29YU9JIX889R5XW5LMW,0.114577266908,-1.1360449314,1.37955129296,-1.300800856,0.206947825974,sat sat dog mat mat dog mat sat mat sat dog mat dog,1
K29YU9JIX889R5XW5LMW,0.113409724349,-1.13359308852,1.3094838961,-1.12764360659,,mat sat dog dog sat sat sat sat sat dog,1
K29YU9JIX889R5XW5LMW,0.100987564177,-1.10795444754,1.39724489896,-1.05285792543,0.145155998133,sat sat sat,1
K29YU9JIX889R5XW5LMW,0.101314682993,-1.11331063982,1.31793728053,-0.983655972688,0.215154236487,sat mat sat,1
K29YU9JIX889R5XW5LMW,0.108964741365,-1.25539868788,1.3488876352,-1.11885608548,0.0345592062495,mat sat,1
K29YU9JIX889R5XW5LMW,0.108930198764,-1.22847597007,1.22655544978,-1.27530369935,0.325019698174,dog dog dog sat sat,1
K29YU9JIX889R5XW5LMW,0.110353137883,-1.1876041561,1.06270737469,-1.07037570085,0.0297536003026,mat mat dog sat,1
K29YU9JIX889R5XW5LMW,0.126871918714,-1.03678776214,1.28112311618,-1.0075214962,0.136284015647,sat sat dog sat dog sat sat,1
K29YU9JIX889R5XW5LMW,0.10138766035,-1.10755510492,1.37270757504,-1.15639496572,0.173688304747,sat dog dog mat dog dog mat sat sat,1
ENKI7L88AV2HKN38UESN,2.38361170815,0.599595735665,-0.917856377147,1.97199589674,2.13398151215,sat cat cat mat mat sat cat cat,0
ENKI7L88AV2HKN38UESN,2.38506224394,0.541631630587,-0.929584489259,1.91139977425,2.01103289256,mat sat cat cat cat,0
ENKI7L88AV2HKN38UESN,2.38487927847,0.46339425959,-0.984521638821,1.89116961656,1.95258483134,cat mat mat cat,0
ENKI7L88AV2HKN38UESN,,0.761158072148,-0.853299408249,1.9458865892,1.90491578681,mat mat sat mat,0
ENKI7L88AV2HKN38UESN,2.38839798373,0.731794414235,-1.037354846,1.99046042147,2.08461800495,mat mat mat,0
ENKI7L88AV2HKN38UESN,2.37948393123,0.678282998398,-1.092529128,1.98055459104,2.00394618059,sat cat,0
ENKI7L88AV2HKN38UESN,2.39123841274,0.601118345791,-0.862218772055,1.731911176,2.11302695403,sat cat mat mat mat,0
ENKI7L88AV2HKN38UESN,2.39687257357,0.513710890411,-1.06507009754,2.04594561297,1.88166348795,cat mat cat mat cat,0
ENKI7L88AV2HKN38UESN,2.39678583724,0.659647974357,-0.925617080157,2.04974652841,2.03007002995,sat cat sat cat mat sat cat mat,0
ENKI7L88AV2HKN38UESN,2.41120824832,0.693841795974,-1.07490352122,1.95519385344,1.87503153086,mat cat mat cat sat,0
1BA9Z2UKK987XVE69TS8,1.87222402077,-1.10289758461,2.63395978456,-0.0320971604621,1.37782977561,mat cat,0
1BA9Z2UKK987XVE69TS8,1.86998245536,-1.4646792597,2.73813741383,0.207274290057,1.22429250493,sat cat mat cat sat,0
1BA9Z2UKK987XVE69TS8,1.86621468127,-1.22742918545,2.75680642034,0.168967491991,1.21516377565,cat cat cat,0
1BA9Z2UKK987XVE69TS8,1.87732280807,-1.18804668235,2.78041741338,0.204001876201,1.06377590073,mat sat mat mat cat mat sat,0
1BA9Z2UKK987XVE69TS8,1.87989498626,-1.54126623514,2.57462704536,0.0708435645931,1.25778828627,cat mat cat sat mat cat mat sat sat cat sat,0
1BA9Z2UKK987XVE69TS8,1.88446562938,-1.28588812145,2.81158091348,-0.0241000838784,1.26948000769,cat cat mat mat cat mat sat sat mat,0
1BA9Z2UKK987XVE69TS8,,-1.30977995309,2.66420017574,,1.21689115448,mat mat cat mat mat mat sat cat cat sat cat,0
1BA9Z2UKK987XVE69TS8,1.87071532537,-1.33690662012,2.81636760051,0.0466275098152,1.27622104263,sat mat cat sat,0
1BA9Z2UKK987XVE69TS8,1.87656104296,-1.3657359443,2.72564786634,0.211556265088,1.2680498041,sat sat sat cat,1
1BA9Z2UKK987XVE69TS8,1.86998630017,-1.38863665552,2.79848312323,,1.20575691193,sat sat cat cat cat,1
1BA9Z2UKK987XVE69TS8,1.87480111889,,2.7493029057,0.164144172484,1.08960595994,cat cat sat,0
1BA9Z2UKK987XVE69TS8,,-1.17009252362,2.51263243707,0.152200941561,1.18665090719,mat mat sat cat mat,0
1BA9Z2UKK987XVE69TS8,1.89665347301,,2.79361147274,0.093589074447,1.30251441807,sat sat mat,0
1BA9Z2UKK987XVE69TS8,1.88977202006,-1.42037633759,2.76452795904,0.0738988090859,1.20371809349,cat cat sat mat,0
1BA9Z2UKK987XVE69TS8,1.87762155037,-1.39743814856,2.83058426709,0.140165960796,1.30185126004,cat mat mat mat cat sat,0
1BA9Z2UKK987XVE69TS8,1.88337696469,-1.16559244725,2.74035887763,0.0822117717398,1.31660845562,sat cat cat mat,0
1BA9Z2UKK987XVE69TS8,1.88833777457,-1.36021922031,2.89920614689,0.176562997186,1.21519161571,sat sat cat sat sat sat sat cat mat mat,0
BFQY1B8EAL9W4KJCNPJ2,1.58412854605,-0.182316991583,1.76014344776,1.66525476156,-0.210079749749,cat mat sat mat mat cat,1
BFQY1B8EAL9W4KJCNPJ2,1.596201788,-0.120411700409,1.52061114545,1.4921218724,,sat mat sat sat cat,1
BFQY1B8EAL9W4KJCNPJ2,1.60569430712,-0.220512783908,1.56422377467,1.52084893645,-0.185498952622,mat mat mat mat mat mat mat cat mat cat,1
BFQY1B8EAL9W4KJCNPJ2,1.59942642158,-0.307984014969,1.51669524342,1.68492460012,-0.118219505774,sat cat,1
BFQY1B8EAL9W4KJCNPJ2,1.60844270942,-0.355203539957,1.71642404063,1.80484548394,-0.205517700408,cat cat cat sat sat sat cat cat,1
BFQY1B8EAL9W4KJCNPJ2,1.59934733184,-0.0636126165079,1.63818661109,1.59065269775,-0.181473849098,sat sat mat mat sat mat,1
BFQY1B8EAL9W4KJCNPJ2,1.59429114321,-0.0881514046702,1.70496146768,1.51402133567,-0.257476677857,cat mat sat cat cat sat mat sat cat,1
BFQY1B8EAL9W4KJCNPJ2,1.59819094582,0.0827640874269,1.48628537428,1.63266886208,-0.248705577756,mat sat cat sat sat mat cat,1
CIH6FDMBE05UHHCCVFBW,0.862806094739,,-0.262124240128,0.476804937104,-0.520406284719,cat sat mat,0
CIH6FDMBE05UHHCCVFBW,0.86277823233,0.75770578227,-0.196153525785,0.274442610916,-0.364461421144,mat sat,0
CIH6FDMBE05UHHCCVFBW,0.850161124959,0.559264436699,-0.345332438999,0.520967895474,-0.336886995635,cat cat sat mat cat mat cat sat cat,0
CIH6FDMBE05UHHCCVFBW,0.854406874884,0.680384274756,-0.164874689872,0.437430409318,-0.343306081945,mat cat mat,0
CIH6FDMBE05UHHCCVFBW,0.862302726302,0.674246296615,-0.224814082072,0.396408027511,-0.538350042706,sat sat cat sat,0
CIH6FDMBE05UHHCCVFBW,0.848488573036,0.640203058791,,0.319284910308,-0.310558414635,mat cat cat cat sat sat,0
CIH6FDMBE05UHHCCVFBW,0.847845778442,0.723116835696,-0.283645820658,0.333241344149,-0.37974517382,mat cat mat cat cat,0
CIH6FDMBE05UHHCCVFBW,0.847255905752,0.63547452249,,0.266131017192,-0.296522747969,cat cat sat cat sat mat cat,0
CIH6FDMBE05UHHCCVFBW,0.866184331386,0.782382398458,-0.286515754445,0.329526678874,-0.348385125653,cat cat sat mat mat sat sat,0
YJU9L0BM54P557KJOQRI,3.0150849277,-1.21618995375,1.39101281538,0.973922323447,-0.270838183617,dog mat sat mat mat sat sat mat mat dog,1
YJU9L0BM54P557KJOQRI,3.01745941171,-1.3681689935,1.45891374975,0.902032794362,-0.0953441710112,sat sat dog mat sat mat sat dog dog,1
YJU9L0BM54P557KJOQRI,3.01263629044,-1.30214751808,1.44035536152,0.982645969139,,mat sat sat dog sat mat,1
YJU9L0BM54P557KJOQRI,3.01343131784,-1.53988887301,1.59938215191,0.970459550039,-0.0639412625524,dog sat mat sat,0
YJU9L0BM54P557KJOQRI,3.01840426031,-1.36648339785,1.45195765772,0.76563745183,-0.20619909336,dog sat dog sat dog dog mat,0
YJU9L0BM54P557KJOQRI,3.02063106096,-1.55947982081,1.57313268295,1.16360242516,-0.0751776851201,dog sat dog mat mat sat mat,1
YJU9L0BM54P557KJOQRI,,-1.52164921066,1.53151284194,1.07265571364,-0.12046353124,mat dog sat sat dog mat mat,1
YJU9L0BM54P557KJOQRI,2.99996493303,-1.52447474022,1.52604138974,1.0047807916,,mat mat sat mat dog sat mat,1
YJU9L0BM54P557KJOQRI,3.01856075682,-1.32006054383,1.76765188697,0.966493561791,-0.227925302271,sat dog sat dog dog dog mat dog,1
1ZBYCH68FWYSEKLJHX19,1.7037973299,0.243447850072,-0.783761334643,1.58765412781,-0.881507790485,mat cat mat sat,0
1ZBYCH68FWYSEKLJHX19,1.71092455955,0.498846314865,-0.845283218456,1.62802443375,-1.08343283123,cat mat cat sat cat mat mat sat,0
1ZBYCH68FWYSEKLJHX19,1.71496543595,0.364602180674,-0.733117131015,1.53708342054,-1.00738192893,mat sat sat cat cat cat sat mat,0
1ZBYCH68FWYSEKLJHX19,1.70843981339,0.298206584451,-0.870917030289,1.62606011404,-1.03663011565,cat cat sat sat sat,0
1ZBYCH68FWYSEKLJHX19,1.70875912585,0.262439211856,-0.867680749862,1.7135451352,,sat mat mat mat sat mat mat mat sat cat mat cat,0
1ZBYCH68FWYSEKLJHX19,1.71723846896,0.510396621276,-0.873029316312,1.66222559592,-0.921277549522,cat mat sat mat mat cat cat,0
1ZBYCH68FWYSEKLJHX19,1.7332112338,0.350041897172,-0.74976828128,1.5439298438,-1.06567511508,cat cat mat mat cat sat sat,0
1ZBYCH68FWYSEKLJHX19,1.71874800675,0.378229211112,-0.855835602229,1.42350697419,-1.11868873948,mat mat sat sat cat sat,0
MKSKMASLHHL6Z1EHY0W3,-2.53925922851,-0.104647613834,-0.9130734084,-2.68226540688,-1.02707200248,sat cat sat mat mat cat,0
MKSKMASLHHL6Z1EHY0W3,-2.56257296799,-0.255575282884,-0.850069991089,-2.70751880507,-0.801034491768,cat mat sat,0
MKSKMASLHHL6Z1EHY0W3,-2.56184370789,-0.0168004561594,-1.00558402679,-2.50123076698,-0.711832230542,mat cat mat mat mat cat cat mat,0
MKSKMASLHHL6Z1EHY0W3,-2.56208763689,-0.0669675122052,-0.936047131919,-2.67969750282,-0.79105493275,mat sat cat sat sat,0
MKSKMASLHHL6Z1EHY0W3,-2.57305440833,-0.339428871664,-0.97003997501,-2.63750801479,-0.92150276482,sat mat mat mat mat,0
MKSKMASLHHL6Z1EHY0W3,-2.55574138892,-0.245955754121,-0.953870855754,-2.63647217269,-0.709898004386,sat cat cat mat mat cat,0
MKSKMASLHHL6Z1EHY0W3,-2.54437183845,0.00150320000173,-1.00917530305,,-0.858421508024,sat sat sat mat cat cat sat,1
XWO0KQN0R1DG8IHQQ65H,-0.0967480317145,-0.0319201041166,-1.77490334385,-0.144800199613,-0.450093419083,dog sat sat,1
XWO0KQN0R1DG8IHQQ65H,-0.0938317748586,0.0211158550963,-1.7214146395,-0.170096513826,-0.519312436614,sat dog sat,1
XWO0KQN0R1DG8IHQQ65H,-0.0822125935334,0.0270663082552,-1.60052073498,-0.0387423023948,-0.523443373308,dog dog sat mat dog mat,1
XWO0KQN0R1DG8IHQQ65H,-0.095377710075,-0.199126527679,-1.74725637992,0.0421755005547,-0.610362435544,sat dog mat dog dog sat,1
XWO0KQN0R1DG8IHQQ65H,-0.0977448636899,0.0298302545054,-1.83872352826,-0.259785354201,-0.49182294815,sat dog dog mat dog mat sat,1
XWO0KQN0R1DG8IHQQ65H,-0.0940044779174,-0.0579484842666,-1.57486328757,0.0509295061061,-0.695314317325,mat sat dog mat dog dog sat sat,1
